Title,Price,Sold,Reviews,Condition,Display Technology,Model,Maximum Resolution,Refresh Rate,Features,Color,Smart TV Features,Audio/Video Inputs,Year Manufactured,MPN,Brand,Manufacturer Warranty,Screen Size,UPC,Energy Star,Type,Warranty - Labor,Warranty - Parts,Built-in Digital Tuner,Custom Bundle,3D Technology,EAN,Manufacturer,Assembled Product Dimensions (L x W x H),Manufacturer Part Number,Connector Type,Streaming Services,Is Smart,Resolution,Assembled Product Weight,ISBN,Format,EC Range,Series,Country/Region of Manufacture,Model#,Manufacturer Color,Plug Type,Material,Color System,Voltage,Speaker,Depth (with stand),Width (with stand),Height (with stand),Compatible Brand,Class of efficiency energy,Scale of efficiency energy,modell,Internetverbindung,Processor,Speicherkapazität,Ability to storage,Functionality Smart TV,Inputs Audio / Video,Internet connectivity,Storage capacity,Tuner digital integrated1,Tuner digital integrated2,Tuner digital integrated3,Tuner digital integrated4,Functionality Smart TV1,Inputs Audio / Video1,Tuner digital integrated,Functionality Smart TV2,Size,Televisions:Screen_Size_Class,Home_Video:Series,Bundle Description
Sceptre 50 inch 4K TV,400.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",LED,Sceptre U515CV-U,2160p (4K),120 Hz,Flat Screen,Black,"Android TV, Closed Captioning (CC), Downloadable Apps, Electronic Program Guide (EPG), Home Network Streaming, Internet Browsing, Internet Streaming Interface, Netflix, Screen Mirroring, Smart Home Compatible","Bluetooth, Ethernet, HDMI, USB, USB 2.0, USB 3.0",,"Fast Loading, High Quality",Sceptre,3 Months,50 in,,A+++,,,,,,,,,,,,,,,,,,A+++ - G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insignia NS-39DF310NA21 24-inch Smart HD 720p TV With Built In Fire TV I NEW,289.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",HD,NS-39DF310NA21,720p (HD),60 Hz,Built-in Speakers,Black,BUILT IN FIRE TV,HDMI,,SONY SAMSUNG LG,Insignia,,24 in,,A,,,,,,NONE,,,,,,,,,,,,A+++ - G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VIZIO M6 65"" Ultra HD LED Smart TV - Black",765.0,5 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",LED,VIZIO M6,2160p (4K),60 Hz,Remote Control Included,Black,"Netflix, Internet Streaming Interface, Home Automation Control, Downloadable Apps","USB, HDMI, USB 2.0",,M65Q6-J09,VIZIO,,65 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insignia NS-39DF310NA21 39-inch Smart HD 720p TV With Built In Fire TV I NEW,389.99,13 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",HD,NS-39DF310NA21,720p (HD),60 Hz,Wall Mountable,Black,BUILT IN FIRE TV,HDMI,,SONY SAMSUNG LG,Insignia,,39 in,,A,,,,,No,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none
"Samsung UN75TU7000FXZA 75"" 4K LCD Smart TV - Titan Gray",939.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",LCD,Samsung TU7000,2160p (4K),120 Hz,"Bluetooth, Wi-Fi Enabled, Ethernet Port, Wall Mountable, HDR TV, DLNA Certified, Flat Screen",Gray,"Internet Streaming Interface, Home Automation Control, Voice Interaction, Screen Mirroring, Home Network Streaming, Internet Browsing","Digital Audio Optical TOSLINK, Coaxial F, HDMI, USB 2.0",,UN75TU7000FXZA,Samsung,,75 in,0887276400082,,,,,"QAM, ATSC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insignia 24-inch Smart HD TV - Fire TV with Remote ~ Brand New ,179.99,14 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",LED,F20,720P,,,Black,Amazon Fire TV,,,,Insignia,,24 in,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insignia NS-39DF310NA21 39-inch Smart HD 720p TV With Built In Fire TV I NEW,399.99,7 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",HD,NS-39DF310NA21,720p (HD),60 Hz,Wall Mountable,Black,BUILT IN FIRE TV,HDMI,,SONY SAMSUNG LG,Insignia,,39 in,,A,,,,,No,NONE,,,,,,,,,,,,A+++ - G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none
Toshiba 32 inch 720p HD Smart LED TV Fire TV Edition ~Brand New n Box,269.99,54 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",LED,Fire,720p (HD),,,,,,,,Toshiba,,32 in,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung 32"" Class Q50R QLED Smart 4K UHD TV with Bixby",799.0,Last item available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",LED,QN32Q50,2160p (4K),120 Hz,Bluetooth,Black,"Internet Browsing, Netflix","Digital Audio Coaxial RCA, Digital Audio Optical TOSLINK",2019,QN32Q50,Samsung,None,32 in,887276369235,A+,,,,ATSC,No,Active 3D Technology,,,,,,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TCL 43"" 4-SERIES 4K UHD HDR ROKU SMART TV 43S425 Television ", , ,"['So, assuming you’re already a TCL Roku tv owner, this has all the greatness of the previous models. It still has the electrical burning smell, which a lot of the types of TVs have. Not just this brand. There is just the one thing. When you hit the power button and turn it off, the screen does not fully turn off. There is a very low backlight that is always on. I read about this not being “an issue” but rather a complete annoyance. All I can really say is deal with it, buy a WiFi outlet (like I did) and turn it off/unplug it after use or simply buy a new one. The QLEDs are supposed to be a much larger jump in greatness. Overall I’m happy with it but I hope the board doesn’t overheat and burn out the board due to this light being on. And it is not the indicator LED. If you go to the Roku forums, there is a lengthy discussion about this issue. But it’s still a great value and pictures. I’ll probably never go to another brand. Just keep upgrading after a couple years. ', 'I’ve already purchased this TV a couple years back and had it for 2 years without any issues or picture quality loss. I sold the tv and that’s why I had bought a new one recently. But without a doubt great value! ', ""Make sure you protect your TV, bought 2 and broke one on my own error of trying to just balance it. Good product, works well though my crappy phone doesn't screen mirror as it says it could.. but good size and beautiful display and tons of Roku Channels. Lots of free content. "", 'Bought for a gift and my daughter and her kids love it. Alll they have to decide is who has control of the remote.', 'Very good picture quality easy set easy to use Easy on the wallet.', 'This tv has a great picture and good sound quality especially for an awesome price. You will not be disappointed if you make this purchase ', 'Easy to setup. Crisp picture. Fairly lightweight. Works well with Chromecast. ', 'I love it good picture', 'remote must be close to tv to work even with new batteries', 'Why get an overpriced TV, when this TV has amazing image quality and a built in Roku!  I’m a gigantic fan!!!  It’s like having an Apple TV built into the TV!!!!  A+++++++']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",LED,TCL 43S425,2160p (4K),60 Hz,"Wi-Fi Enabled, Headphone Jack, Built-in Speakers, Ethernet Port, Wall Mountable, HDR TV, Remote Control Included",Black,"Netflix, Internet Streaming Interface, Android TV, Downloadable Apps, Internet Browsing","Digital Audio Optical TOSLINK, Coaxial F, Composite Video RCA, HDMI, USB 2.0",,43S435,TCL,,43 in,,,,,,ATSC,,Built-In 3D Transmitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung UN50AU8000 50"" Ultra HD LED Smart TV - Black",635.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",LED,Samsung UN50AU8000,2160p (4K),60 Hz,HDR TV,Black,Netflix,"USB, HDMI",,UN50AU8000FXZA,Samsung,,50 in,0887276522975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung QN32Q50R 32"" QLED 4K Smart TV - Charcoal Black",625.0, ,"['Pros are majority. I actually have not yet received it but looking forward due to all positive things mentioned on this 32 inch TV. The only possible issue I might have is the space we have in our kitchen cabinet is right at 161/2 inches high. The TV is pretty much that height without stand. So we will see if I can either squeeze it in without stand or have to buy some form vesa mount. Will report once it is hopefully set up.', 'This is a great smaller tv with fantastic color, good sound and picture quality.  I would definitely buy again.', 'I didn""t get to use all the features cause our wi-fi went The picture is great and I can access movies', '32” Samsung Qled. Is the best tv ever make captures High quality pictures more than 100 channels with Cheap antenna only $10 dollars ', 'Beautiful picture and excellent sound. Very pleased with this product', 'Great TV but difficult to use remote and pair to Direct TV.', 'It has better sound, bright scenery and fine quality.', 'Best tv to I ever have!', 'updated  my 720 to HD tv big difference!!!  ', 'Excellent quality. Easy to use.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",QLED,QN32Q50R,2160p (4K),120 Hz,"Bluetooth, Wi-Fi Enabled, Ethernet Port, Wall Mountable, HDR TV, RS-232C",Black,"Internet Streaming Interface, Home Automation Control, Screen Mirroring, Downloadable Apps, Home Network Streaming, Internet Browsing","Digital Audio Optical TOSLINK, Coaxial F, Composite Video RCA, HDMI, USB 2.0, Component (YPbPr) RCA",,QN32Q50RAFXZA,Samsung,,32 in,0887276368917,,,,,"QAM, ATSC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
