Title,Price,Sold,Reviews,Condition,Refresh Rate,UPC,Brand,Smart TV Features,Built-in Digital Tuner,Display Technology,Screen Size,Maximum Resolution,Color,Model,Year Manufactured,MPN,Features,Audio/Video Inputs,Manufacturer Warranty,Energy Star,Type,Warranty - Labor,Warranty - Parts,Custom Bundle,3D Technology,EAN,Manufacturer,Assembled Product Dimensions (L x W x H),Manufacturer Part Number,Connector Type,Streaming Services,Is Smart,Resolution,Assembled Product Weight,ISBN,Format,EC Range,Series,Country/Region of Manufacture,Model#,Manufacturer Color,Plug Type,Material,Color System,Voltage,Speaker,Depth (with stand),Width (with stand),Height (with stand),Compatible Brand,Class of efficiency energy,Scale of efficiency energy,modell,Internetverbindung,Processor,Speicherkapazität,Ability to storage,Functionality Smart TV,Inputs Audio / Video,Internet connectivity,Storage capacity,Tuner digital integrated1,Tuner digital integrated2,Tuner digital integrated3,Tuner digital integrated4,Functionality Smart TV1,Inputs Audio / Video1,Tuner digital integrated,Functionality Smart TV2,Size,Televisions:Screen_Size_Class,Home_Video:Series,Bundle Description,Colour,Compatible Devices,Country of Origin,Form Factor,Item Weight,Number Of Items,Package Dimensions,Theme,code,SKU,HDMI,Aspect Ratio,Depth,Depth with Stand,Digital Tuner,DLNA Certified,Electronic Program Guide,Energy Consumption per Year,Ethernet,Height,Height with Stand,Input Voltage,Internet Access,Operating Power Consumption,PC Streaming,Product Family,Product Model,Product Series,Product Type,RMS Output Power,Scan Format,Screen Size Class,Sound System,Standby Power Consumption,Total Number of HDMI Ports,USB,VESA Mount Standard,Video Signal Standard,Weight (Approximate),Weight with Stand (Approximate),Width,Width with Stand,Motion Interpolation Technology,Horizontal Viewing Angle,Product Color,Standard Refresh Rate,item_length,item_width,Functionality Smart TV3,Functionality Smart TV4,Color manufacturer,Inputs Audio / Video3,Inputs Audio / Video2,Year of manufacture,Operating System,Unit Type,Unit Quantity
"$500 OFF! MIRROR TV SLIM SAMSUNG 32"" Q60A QLED SMART 4KTV BRUSHED ALUMINUM FRAME",2599.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,32 in,2160p (4K),CONTEMPORARY BRUSHED ALUMINUM FRAME,QN32Q60AAFXZA,,,"2 Port USB Hub, Mirror TV",3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung The Frame QN32LS03T 32"" 1080p QLED Smart TV - Charcoal Black",599.99,30-day returns,"[""Overall great tv art frame, a little overpriced for what you get. Had real issues with internet connection since once you were turn it off completely it was asking for password and sometime even you where entering the password it wasn't taking it, had to call Samsung several times until last time the remote it and made some changes on the settings and fix it. I hate the once Box to make the connection since its hard to hide it, it doesn't make sense at all. Picture is good, volume is ok compare to the size 32 not really impressed. This version doesn't have the motion sensor to turn the frame once you near it, I think it starts from 43 inch and up, I am not sure how much the sensor would cost to Samsung to add it since all 32 and up all have it unless they considering this base model. Main reason to buy this was a frame 5 stars to it, as TV i would rate it 2-3 stars since you can buy larger size with better pictures and audio quality. Dont pay more than $500 for this one since is not worth it, or go larger size since it has more features. "", ""I needed a tv to watch the news in the morning when my family is having breakfast but won't use it all the time.  It has a feature where you can upload your own art photos and it will display them in a slide show.  The resolution being 4k,  makes the paintings look almost real and with a custom frame around the television, you don't even notice that it is a tv.  Since it was an open box item, I got it at a discount and it was in perfect working condition."", ""This is an ok tv as far as picture is concern.  I got this because of the frame, the low profile design and it works well for my bedroom.  I like to look at photos.  The quality of the photos are good.  There is light reflection that I can't do anything about it even though I blinded my windows and shut off the lights inside my room. Other than that, the photos look sharp.  You need to sign up with Samsung to get access to their art gallery.  "", ""I really like this, I think even at the lower than anywhere else price...it's not worth stretching to buy THIS EXACT model...but I thought it would be a really nice extra for the gym room on a house I am renovating I may later turn into a vacation rental. It was a lot easier to set up than my new printer! The colors are vivid and it is very professional looking, it's what I would place in a professional office."", 'No motion sensor.  Will turn off at night (no light) but does not turn back on next morning (with light). SmartThings app  unreliable which causes art mode to freeze and makes accessing art mode difficult. Samsung customer service is useless. Just purchase a tv with usb for less.', 'If you want a wall mounted 32inch tv with essentially no profile, look no further.', 'Showed up looking perfectly fine but would not power up, requests for exchange were ignored ']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,8.87276E+11,Samsung,"Home Automation Control, Voice Interaction, Screen Mirroring, Internet Browsing",ATSC,QLED,32 in,1080p,Black,Samsung The Frame LS03T,2020,QN32LS03TBFXZA,"Bluetooth, Wi-Fi Enabled, Game Mode, Wall Mountable, Ambient Mode, HDR TV, RS-232C, Flat Screen","Digital Audio Optical TOSLINK, USB, Coaxial F, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCL 6-Series 4K QLED Dolby Vision HDR Roku Smart TV - Choose Size,738,23 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",120 Hz,8.46042E+11,TCL,"Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",ATSC,LCD,55 in,3840 x 2160,Black,TCL 55R635,2020,55R635,"Mini-LED Backlight, 4K UHD, Voice Control, Ethernet Port, Flat Screen, Game Mode, Widescreen (16:9)","RF Antenna, 3.5 mm Composite, Ethernet, HDMI, USB 2.0",1 Year,Not Compliant,,,,No,Not Supported,,,,,,,,,,,,,,China,,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCLR635XXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Sony X90J 4K Ultra HD Full Array LED Smart TV with Bravia Core (2021 Model),998,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",120 Hz,,Sony,Internet Browsing,ATSC,LED,50 in,2160p (4K),Black,Sony XR-50X90J,2021,XR50X90J,Wall Mountable,USB 2.0,,,,,,No,Not Supported,,,,,,,,,,,,,,Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hisense 58"" in 4K LED Smart TV Roku Dolby Vision HDR [2DayShip]",429.97,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,7.4476E+11,Hisense,"Internet Streaming Interface, Voice Interaction",,LED,58 in,2160p (4K),Black,Hisense R6E3,2020,58R6E3,"Sleep Timer, Bluetooth, Wi-Fi Enabled, Headphone Jack, Game Mode, Ethernet Port","Digital Audio Optical TOSLINK, USB, Coaxial F, Composite Video RCA, HDMI",,G,,,,,,7.26084E+11,HiSense,50.90 x 8.90 x 32.00 Inches,58R6E3,"HDMI; USB, RF Antenna, RCA Composite",VUDU; Netflix; Youtube; Showtime; Starz; Google Play; Sling; Hulu,Y,4K UHD,30.4 lbs,,Flat,A - G,R6 Series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,50.9,,,,,,,,,
"$500 OFF! MIRROR TV SLIM SAMSUNG 55"" Q60A SMART 4KTV CONTEMPORARY BLACK FRAME",3399.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,55 in,2160p (4K),CONTEMPORARY BLACK FRAME,QN55Q60AAFXZA,,QN55Q60AAFXZA,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$500 OFF! MIRROR TV ULTRA SLIM SAMSUNG 32"" Q60A SMART 4KTV WHITE ORNATE FRAME",2599.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,32 in,2160p (4K),FANCY WHITE ORNATE FRAME,QN32Q60AAFXZA,,QN32Q60AAFXZA,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV SLIM 60” SAMSUNG Q60A SERIES SMART 4KTV GOLD MOTHER OF PEARL FRAME,4899.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,60 in,2160p (4K),Gold,QN60Q60AAFXZA,,,Mirror TV,3 HDMI,,3 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Samsung QN65Q80AA 65"" 4K QLED Smart TV Titan Black television zolione store","1,699.99",30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,8.87277E+11,Samsung,"Internet Streaming Interface, Home Automation Control, Voice Interaction, Screen Mirroring, Home Network Streaming, Internet Browsing","QAM, ATSC",LED,65 in,2160p (4K),Black,Samsung Q80A,,QN65Q80AAFXZA,"UpScaling to 4K, Wi-Fi Enabled, Local Dimming, Wide View Angle, Wall Mountable, Thin Bezel, HDR TV, RS-232C","Digital Audio Optical TOSLINK, HDMI, USB 2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TCL 32S615 TV 32in(32) HD Smart TV wi-Fi Black """,312.37,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,TCL,,,LED,"32""",768p,Black,Does not apply,,32S615,"Eco Mode, Sport mode, Bluetooth, Headphone Jack, Ethernet Port, Wi-Fi Enabled, HDR TV",,,,ND,,,,,5.90129E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,ND,,ND,,ND,Interaction vowel,Coaxial F,ND,ND,DVB-T2,DVB-S2,DVB-C,,Electronic guide ai programs,USB 2.0,CI+,Android TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Navigation Web,Netflix,BLACK,HDMI,Audio digital optical TOSLINK,2020,,,
MIRROR TV ULTRA SLIM 43” SAMSUNG Q60A SERIES SMART 4KTV CONTEMPORARY WHITE FRAME,2999.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,43 in,2160p (4K),CONTEMPORARY WHITE FRAME,QN43Q60AAFXZA,,,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV ULTRA SLIM 43” SAMSUNG Q60A SERIES QLED SMART 4KTV FANCY SILVER FRAME,3299.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,43 in,2160p (4K),CONTEMPORARY SILVER FRAME,QN43Q60AAFXZA,,,2 Port USB Hub,"HDMI, 3 HDMI",,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV ULTRA SLIM 50” SAMSUNG Q60A SERIES SMART 4KTV DISTRESSED GOLD FRAME,3999.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,50 in,2160p (4K),CONTEMPORARY FANCY WHITE FRAME,QN50QN90AAFXZA,,,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MIRROR TV ULTRA SLIM SAMSUNG 55"" Q60A SERIES SMART 4KTV FANCY GOLD FRAME",3999.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,55 in,2160p (4K),FANCY GOLD FRAME,QN55Q60AAFXZA,,QN55Q60AAFXZA,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$1000 OFF MIRROR TV 55” SLIM SAMSUNG Q60A SMART 4KTV  MOTHER OF PEARL GOLD FRAME,3899.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,55 in,2160p (4K),Gold,UN55TU7000FXZA,,,2 Port USB Hub,HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$500 OFF! MIRROR TV SLIM SAMSUNG 32"" Q60A SERIES SMART 4KTV GOLD ORNATE FRAME",2499.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,32 in,2160p (4K),FANCY GOLD ORNATE FRAME,QN32Q60AAFXZA,,QN32Q60AAFXZA,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44” SQUARE MIRROR TV ULTRA SLIM 43” SAMSUNG Q60A SERIES SMART 4KTV  GOLD FRAME,3399.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,43 in,2160p (4K),Silver,QN43Q60AAFXZA,,,"2 Port USB Hub, Mirror TV",3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50” SQUARE MIRROR TV 50” SAMSUNG AU8000 SMART 4KTV GOLD MOTHER OF PEARL FRAME,3999.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,50 in,2160p (4K),Gold,UN50AU8000FXZA,,UN50AU8000FXZA,"2 Port USB Hub, Mirror TV",3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV 50” ULTRA SLIM SAMSUNG Q60A SMART 4KTV LUXURIOUS SILVER/GOLD FRAME,3499.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",120 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,50 in,2160p (4K),VERY FANCY GOLD FRAME,QN50Q60AAFXZA,,,2 Port USB Hub,3 HDMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44” SQUARE MIRROR TV 43”SLIM SAMSUNG Q60A SMART 4KTV  FANCY BLACK/GOLD FRAME,3599.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,43 in,2160p (4K),FANCY BLACK/GOLD FRAME,QN43Q60AAFXZA,,QN43Q60AAFXZA,"2 Port USB Hub, Mirror TV",3 HDMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$500 OFF! MIRROR TV SLIM SAMSUNG 32"" Q60A QLED SMART 4KTV BRUSHED ALUMINUM FRAME",2599.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,32 in,2160p (4K),CONTEMPORARY BRUSHED ALUMINUM FRAME,QN32Q60AAFXZA,,,"2 Port USB Hub, Mirror TV",3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$500 OFF! MIRROR TV 55” SLIM SAMSUNG Q60A SMART 4KTV DISTRESSED OFF WHITE FRAME,3499.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,LED,55 in,2160p (4K),LUXURIOUS SILVER/BLACK TRIM FRAME,QN55Q60AAFXZA,,QN55Q60AAFXZA,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV 50” ULTRA SLIM SAMSUNG Q60A SERIES SMART 4KTV CONTEMPORARY BLACK FRAME,3999.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,50 in,2160p (4K),CONTEMPORARY BLACK FRAME,QN50Q60AAFXZA,,,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$500 OFF! MIRROR TV SLIM SAMSUNG 32"" Q60A SMART 4KTV DISTRESSED GOLD FRAME",2999.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,32 in,2160p (4K),Gold,QN32Q60AAFXZA,,QN32Q60AAFXZA,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44” SQUARE MIRROR TV SLIM 43” SAMSUNG Q60A SMART 4KTV DISTRESSED OFF WHITE FRAME,3599.99,Longtime member, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,43 in,2160p (4K),FANCY DISTRESSED OFF WHITE FRAME,QN43Q60AAFXZA,,QN43Q60AAFXZA,"2 Port USB Hub, Mirror TV",3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOW $4499 MIRROR TV SLIM 65” SAMSUNG Q60A SMART 4KTV CONTEMPORARY GOLD FRAME,4499, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Electronic Program Guide (EPG), Internet Browsing, Internet Streaming Interface, Netflix",,QLED,65 in,2160p (4K),CONTEMPORARY GOLD FRAME,QN65Q60AAFXZA,,QN65Q60AAFXZA,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$1000 OFF! MIRROR TV SLIM 65” SAMSUNG Q60A SMART 4KTV FANCY ORNATE SILVER FRAME,4699.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,LED,65 in,2160p (4K),FANCY SILVER ORNATE FRAME,QN65Q60AAFXZA,,QN65Q60AAFXZA,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
